created_at,tweet_text,Argumentative
2021-11-17 23:33:22+00:00,The @Conservatives UK “government” Now imprisoning peaceful protestors. No arguing this one. Pure fascist authoritarian bullshit. What a fucked up country this is now. #ToriesOut #fuckthetories #fascistuk #InsulateBritain #protest #protesttosurvive #destroybullies,1
2021-11-18 18:11:09+00:00,Guy who won ww2 or the fella who bottled the euros ? 🇬🇧 🍺 #insulatebritain https://t.co/ldV0hzlOlB,0
2021-11-18 21:07:08+00:00,When did Martin Luther King break the law ????? 😳#insulateBritain Non compliance? boycottibg a bus service.? Marching down a street.? Non of these are illegal. Don't seek to ally yourselves with a great man when you stain his name. 🙄,1
2021-11-17 13:15:50+00:00,"Policy? #ClimateEmergency !
U have a better idea? Speak up! #ActNow #CopOut2026 @BorisJohnson #InsulateBritain #CancelAnimalAg #ReWild #CEE #CrimesAgainstHumanity ? 🌍🔥 https://t.co/RkObGLmApz",1
2021-11-17 14:37:05+00:00,"@GBNEWS #InsulateBritain ... get #Insulated!

@OldMackIsBack @andylumm 

Why is it that green campaigners are so rubbish at designing campaigns. Good work @InsulateLove - you have only set this back a decade here ... just as everyone in country was up for this ...",1
2021-11-17 13:42:12+00:00,This bloke is going to have a tough time in prison banged up with Gary Glitter. #InsulateBritain https://t.co/PB2RWKQqo7,1
2021-11-14 17:33:40+00:00,@Jessrocks71 @SueGrantham17 @JohannesSmit47 He’s really serious about his #InsulateBritain membership isn’t he….,0
2021-11-19 10:08:30+00:00,"@InsulateLove @bearwitness2019 As you can see, you have a massive support base, judging by all these comments. We're behind you, Insert Brain!

(Pointing and laughing at you, that is)

#insulatebritain #cult #brainless #deluded",1
2021-11-11 10:17:08+00:00,"Interesting how usually white, over indulged middle class “environmentalists” really have no regard for the third world and developing nations and the effect their environmental wet dreams have on them!! #JeremyVine #InsulateBritain",0
2021-11-17 12:51:18+00:00,Tarquin and Penelope are going to love prison life. #InsulateBritain https://t.co/6YCUzO9JIY,1
2021-11-17 22:19:23+00:00,"Though I've not been to prison, I know of the conditions, as many on here do. Advice for #InsulateBritain criminals, is not to glue yourself to the floor and take care in showers. You will not enjoy the experience. More #WOKE naivety. They didn't tell us about this at university!",1
2021-11-17 20:53:42+00:00,"Can we now use the same laws that sent #InsulateBritain protestors to jail for blocking roads, to send councilors and the mayor to jail for blocking our roads with flower pots? @TVKev @talkRADIO",0
2021-11-17 12:48:37+00:00,"INSULATE PRISON TSHIRT AVAILABLE TO BUY @ https://t.co/hbPIynjnel

The perfect Christmas gift for anyone bored of these climate nut jobs who block our roads #InsulateBritain  #insulateprison #climate https://t.co/GfgB9uC6as",1
2021-11-19 12:22:04+00:00,"@JC_free82 Unjabbed or forcibly jabbed, could find myself locked up as some kind of resistance granny. As long as they don't make me share detention camp with #insulatebritain will be fine. 
Seriously, there will be many thousands of us. Huge crisis for gov / police.
#NoMedicalApartheid",1
2021-11-17 16:45:36+00:00,"@Naughtydonna1 Is he one of the #InsulateBritain mob, on the way to prison?

He better ask Nana to fill a flask.🤢",1
2021-11-17 11:29:57+00:00,Some better news after this mornings weak sentencing.. #insulatebritain https://t.co/ZunYc10zEp,0
2021-11-18 06:56:48+00:00,This clip is very emotional. These people are desperate.  They don't want to disrupt people's lives but they don't know what to do. I've yet to hear of a good reason why we shouldn't #InsulateBritain even if it's to stop us being dependent on Russian gas. https://t.co/i3CR6nvaf7,1
2021-11-17 14:28:07+00:00,"@InsulateLove Sending love to you all, I hope the time passes quickly and keep safe. Thank you for your bravery and selflessness, please know that you do have support and people who greatly appreciate you #ClimateJustice #InsulateBritain",1
2021-11-18 07:07:56+00:00,"half the people in jail are mentally ill 

#InsulateBritain will fit right in",1
2021-11-17 11:43:32+00:00,"@PhillipaWindsor It is a very old propaganda trick for such thugs and criminals to try to deceive others by hijacking noble groups from history.

We all hope that the Thug 9, and the rest of #InsulateBritain, will some day overcome.
Overcome their arrogance and their ignorance.",1
2021-11-18 09:13:55+00:00,"When extreme weather, crop failure and severe floods hit the UK in the years to come—as we're told they will—some MPs may wish they'd engaged with activists about the solutions to global warming; solutions like insulating Britain's leaking buildings. #InsulateBritain https://t.co/6IUKQdbtyW",1
2021-11-17 11:22:17+00:00,I'd like to think that I'd have joined them had my kids left home already @mrjamesob. #InsulateBritain,1
2021-11-17 13:15:38+00:00,https://t.co/vdw88kh08k imprisoning protestors may work in the short-term but depending on how many people protesting in relation to #InsulateBritain are willing to keep protesting and face prison terms tthe punishment might not continue to be viable,1
2021-11-17 11:03:52+00:00,"Now make those jail sentences mean something @BorisJohnson  by getting on with what needs to be done. It's time to #InsulateBritain. If you think the protests are ""annoying"" now, wait until the effects of Climate Change really bite.",1
2021-11-18 07:38:13+00:00,"@GMB #InsulateBritain are not bright.  Stop 1000s of cars and trucks in ""protest"". Those driver would've started their vehicles to keep warm. In doing so polluting the air in a confined spot. So during that time #InsulateBritain  caused more pollution themselves.",1
2021-11-17 11:09:48+00:00,"NEW: Insulate Britain jail terms:

Ana Heyatawin - 3 months
Ben Taylor – 6 months
James Thomas – 4 months 
Benjamin Buse– 4 months 
Emma Smart – 4 months 
Louis McKechnie – 3 months
Oliver Rock – 4 months 
Roman Paluch-Machnik – 4 months 
Tim Speers – 4 months

#insulatebritain",0
2021-11-17 11:06:21+00:00,Excellent news. Let’s hope someone *loses* the key. 😉#insulateBritain https://t.co/nf5MuZW4Jo,1
2021-11-18 06:07:07+00:00,"Morning! Join me from 6am on @BBCRadioKent - talking #MPs second jobs, #inflation, #InsulateBritain, #alcoholism, #COVIDBoosters &amp; much more! See you there ☕️ https://t.co/TV0TspeucX",0
2021-11-18 08:14:31+00:00,Very thought provoking debate @GMB this morning on #InsulateBritain #climatecrisis @susannareid100 @benshephard brilliant &amp; kind hosts. @GeorgeMonbiot very passionate. #debatenothate 😌 https://t.co/ppBOoeZzjM,0
2021-11-18 18:52:07+00:00,Both cut from the same cloth and branded criminals by the establishment! #InsulateBritain #COP26 https://t.co/erHjfLVZnw,1
2021-11-18 21:49:29+00:00,Good Lord. She’s a proper looney tune but I bloody love watching her talk utter shite. @GBNEWS @danwootton #InsulateBritain,1
2021-11-12 09:00:56+00:00,@_RobbieMoore @COP26 @Climate_Action_ People are playing their part. Gov has to too. #StopCambo #InsulateBritain,1
2021-11-16 16:00:39+00:00,@InsulateLove Any custodial sentence would be totally unjust. And in time would look like an embarrassing error of judgment. #InsulateBritain,1
2021-11-18 08:43:03+00:00,"TIL that #InsulateBritain isn't about Loft &amp; Cavity Wall insulation.

No joke.
I'm serious...

I'm relieved because their protests did seem excessive.",1
2021-11-17 11:59:23+00:00,"Instead of sending people to prison who raise the alarm,  the government should be acting to protect us from climate and ecological disaster. #InsulateBritain https://t.co/QE6ZY6XoE6",1
2021-11-17 22:41:28+00:00,"I was just reading one of the #InsulateBritain protesters jailed today had her sentence reduced to 3 months when she told the court she suffers from a personality disorder, depression, sciatica and bad eyesight. If this doesn’t stop her gluing herself to the M25, nothing will.",1
2021-11-17 15:07:00+00:00,"@MikeBond64 Good point.
Making the #InsulateBritain thugs contribute to such work, rather than having them waste even more money from hard-working taxpayers would be better.",1
2021-11-17 15:36:34+00:00,How many of those saying the #InsulateBritain protesters shouldn't have been sent to jail and their actions are justified would be saying the same if they were anti immigration protesters ??.,1
2021-11-17 17:04:02+00:00,"@bearwitness2019 6 months for sitting in a road in the ""cradle of democracy"" 😂 When do the gulags open? #InsulateBritain",1
2021-11-17 11:01:25+00:00,"Bye for now, hope don’t get used as the big lads insulation in your cells. #insulatebritain

https://t.co/7EmCJE8xgZ",1
2021-11-16 16:20:45+00:00,"Jail these #InsulateBritain clowns.
They put UK citizens lives in danger.
I have no pity for such arseholes.
They want jail, so they can feign martyrdom, seen by the threat in court ""If I'm not put in jail I will block roads again"".
Give them what they want tomorrow. https://t.co/q04aBb0JN7",1
2021-11-17 13:20:35+00:00,"#gretathunberg, not a word of support to #InsulateBritain #ExtinctionRebellion allowed everything and privileged",1
2021-11-11 10:50:50+00:00,"https://t.co/eEl2lXw7TK we have to stop companies building to a poor quality and start building better today. The government need to get behind companies like #purehaus 

https://t.co/ZSR1QITnNP 

#InsulateBritain #ExtinctionRebellion",1
2021-11-17 17:19:52+00:00,"Brexiters having another bad week. Terrorist turns out to be Christian, their Crime Minister keeps soiling himself &amp; the dinghies keep coming. 

Sadly they have one big win; decent people are now behind bars for daring to try to save the world. #InsulateBritain",1
2021-11-17 18:36:49+00:00,@pritipatel Only 9 people? #InsulateBritain,1
2021-11-18 10:51:53+00:00,"Raj Chada, Head of our @HJACrimeTeam spoke to Nicky Campbell on @bbc5live about the 9 #InsulateBritain protesters who were sentenced to prison - the 1st peaceful protesters to be imprisoned in the UK since the 1930s:

🔊Listen back now from 10:40 AM: 

https://t.co/UFzawPCSU4",1
2021-11-17 14:55:53+00:00,"Instead of locking people up, wouldn't it be better value for taxpayers' money to fund insulation improvements to Britain's housing stock, worst first? #InsulateBritain #CoP26 https://t.co/OQx5RsNUUL",1
2021-11-17 14:42:03+00:00,"The Home Secretary was quoted as saying : “We will not stand by while these reckless and selfish criminals disrupt the freedoms and livelihoods of hard-working people.”
Yes #InsulateBritain  you have to become an MP to get away with that",1
2021-11-11 14:49:53+00:00,"Ban the Damp.     

[Thread:1/10]

#13days13ways #cop26 #climateaction #climatecrisis #climatechange #togetherforourplanet #insulate #retrofit #InsulateBritain #ClimateEmergency #COP26Glasgow #BuiltEnvironmentDay #BuiltEnvironment https://t.co/egiUGOxfRK",1
2021-11-17 14:38:07+00:00,"Great result, keeping sending them down #InsulateBritain",1
2021-11-17 16:40:13+00:00,"no, #InsulateBritain 's jailed protesters are not martyrs
https://t.co/zkoiW8se9O",1
2021-11-16 13:40:44+00:00,"For the sake of your country's wellbeing, if nothing else, @BorisJohnson , INSULATE BRITAIN 
#InsulateBritain https://t.co/UxsoNpYFkt",1
2021-11-18 08:26:23+00:00,"@OliverDowden @Conservatives People are violently angry when #InsulateBritain supposedly might hold up one ambulance. Where's that same anger at our corrupt government that has run down the #NHS to the extent that THIS is happening? 
Don't be duped by the right-wing billionaire media
https://t.co/eznTL22DkM",1
2021-11-17 15:47:43+00:00,#InsulateBritain be like. https://t.co/4WVvYppMc1,0
2021-11-16 06:02:33+00:00,"On-air this Tuesday:

 - The suspected terrorist who blew himself up outside a #Liverpool hospital over the weekend has been named as Emad Al Swealmeen.

 - #InsulateBritain activists will appear at the High Court for allegedly breaching ""disruptive protest"" injunctions.",0
2021-11-12 13:07:39+00:00,"Just heard they’ve reached a draft deal at #COP26Glasgow   That’s bound to piss of the #InsulateBritain mob, I think they’re trying to get rid of drafts?",1
2021-11-17 12:11:01+00:00,"#InsulateBritain Hahahaha, hope your prison van gets stuck in massive traffic jams on your way to pokey!. It will give you a chance to think up an excuse for not showering!!. You will be glued to the floor ok, and doubt if the insulation is up to much!. C U in 22",1
2021-11-17 21:10:02+00:00,@GBNEWS 🤣🤣🤣🤣 Muppets #InsulateBritain,1
2021-11-18 13:45:57+00:00,"The cause &amp; the urgency are indisputably critical.
The means of protest, questionable.
However, the jailing of protesters, celebrated by the likes of Farage, is truly an indictment of our misdirected ire &amp; wilful self-sabotage. #InsulateBritain https://t.co/KEGbxt7C5Q",1
2021-11-17 18:10:06+00:00,"@InsulateLove 🎉🎊I feel the sentences were a little light but at least justice prevailed. Civil proceedings for loss of earnings next I hope 🎉🎊
#InsulateBritain #Justice #FreshMeat",1
2021-11-18 07:23:39+00:00,@gmb #InsulateBritain I understand we have issues with climate change but calling this woman an “eco Zelit” and publishing “hunger strike” is ridiculous.,1
2021-11-18 22:04:57+00:00,"@danwootton Dan, allowing that women from '#InsulateBritain to rave on in the manner she did for AS LONG AS SHE DID was ridiculous. Allowing all views to be expressed is what ppl/I appreciate about @GBNEWS but that 'interview' was too much.",1
2021-11-16 15:35:30+00:00,Brilliant. He deserves it. I'll be opening a good one if the judge has the gumption to imprison the fanatical nuisance #InsulateBritain https://t.co/8em989iEED,1
2021-11-17 18:59:20+00:00,"@Channel4News @MinnieStephC4 Mulligan is right.
If the govt continues on its present course we should all be deeply concerned for the future of our children.

https://t.co/sLHDLOsypj
#InsulateBritain",1
2021-11-18 08:35:30+00:00,‘Public annoyance – the most effective way for protesters to bring attn to their cause – provides states with a convenient way to respond to disruptive protest by reducing democratic freedoms while retaining popular support. It’s a pattern with a long history’ #InsulateBritain https://t.co/8KwM4cGkIx,1
2021-11-17 14:17:13+00:00,"24/10/21 @InsulateLove: Why aren't we in prison?

17/11/21: Our #InsulateBritain supporters have been sentenced. We are being failed and betrayed by our government. 😪 https://t.co/6ox2If8H8R",1
2021-11-19 09:39:48+00:00,@pritipatel Go after the easy ones when they SPEAK THE TRUTH! #InsulateBritain are right in saying YOU as the #ToryCriminalsUnfitToGovern need to sort out our housing stock &amp; insulate them to reduce our CO2 emissions. #climatechange is not going away &amp; the #ToryCriminals can’t hide from it!,1
2021-11-17 11:32:59+00:00,"#insulatebritain. 

Good on you for sticking to your principles. 

Don't think I'd have the guts to do the same.",1
2021-11-17 11:32:11+00:00,"Dear Insulate Britain, when in your jail cells please feel free to glue yourselves to the floor. #insulatebritain",1
2021-11-12 16:17:38+00:00,Could the jailing of the #InsulateBritain 9 be the beginning of a mass civil resistance campaign? I guess we’ll see on November 20th when there is a mass nonviolent direct action planned. https://t.co/gi8YbYrCBI,0
2021-11-16 13:55:13+00:00,#InsulateBritain activists could face jail for allegedly breaching injunctions designed to prevent disruptive protests https://t.co/hx88b2okby,0
2021-11-17 22:17:06+00:00,"@GBNEWS #InsulateBritain 

Don’t need to Insulate Britain, So called Climate Change will keep us Warm,👍🏻👍🏻🤷🏻‍♂️🤷🏻‍♂️Welcome to the real World of Shite Britain👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/0A1fBy9Qkb",1
2021-11-17 11:20:09+00:00,@GBNEWS #InsulateBritain can’t they find someone who speaks properly? Well done the judge!  They do seem to be upset about being locked up 😂,1
2021-11-17 11:18:13+00:00,"@mrjamesob one thing I disagree about the Ambulances etc for London Marathon and other events is that, when those event happen they have a diversion set up. Whereas when #InsulateBritain do it there is no warning or diversion and the Ambulances are stuck.",1
2021-11-17 19:24:57+00:00,Big Bubba when the #InsulateBritain new meat arrive on the cell block tonight 😂😂 https://t.co/5qMZh8bEgj,1
2021-11-17 15:40:47+00:00,"Why do the photos of the jailed Insulate Britain protestors look like Coronation Street cast announcements?

#InsulateBritain 
#Corrie 
#coronationstreet https://t.co/8aRPUeW0Rn",0
2021-11-14 17:05:48+00:00,@ShaunLintern @Independent #InsulateBritain @InsulateLove why are people not more angry with these delays to ambulances. People are dying and our government does nothing.,1
2021-11-17 19:34:48+00:00,@pritipatel Wow @pritipatel you can say that without an ounce of irony? @guardian #InsulateBritain,0
2021-11-18 11:24:36+00:00,#InsulateBritain So pleased to see these protestors jailed. Just wish they were in the clink for much longer. Paul in Oxford.,1
2021-11-17 20:34:08+00:00,"@seventiesicon I’m not preaching to anyone. I didn’t know anything about #InsulateBritain until their protest, after which, I found out a lot more, thereby proving you totally wrong.

Now piss off.",1
2021-11-16 17:27:16+00:00,The alternatives to not insulating Britain and locking the the protesters up look optimistic! #InsulateBritain https://t.co/WIR0TlXJx4,1
2021-11-18 12:17:53+00:00,"https://t.co/i4Ov8Q3TB0

Will the #InsulateBritain leader have enough time to write a book about their  struggle?",0
2021-11-17 12:14:45+00:00,#InsulateBritain disgraceful language and offensive to many. https://t.co/e455wlyC9N,1
2021-11-17 18:53:00+00:00,"Press question #InsulateBritain ‘So 9 of your colleagues have been jailed now what’s that going to do to the protest going forward?’ Tracey’s response, ‘The next three to four years matter every day for all of our futures. They’re asking us are we going to stop?’ The group, ‘No!’ https://t.co/GWWrZa6JQz",0
2021-11-17 18:10:28+00:00,#InsulateBritain Pity the 9 weren't given much longer sentences. Keep them in prison for at least 3 years. Paul in Oxford.,1
2021-11-18 09:26:26+00:00,"@OliverDowden @Conservatives Why not just #InsulateBritain? 

You always seem to find enough money for #ToryDonors. 🤷‍♀️ https://t.co/oQSO240DZA",1
2021-11-16 15:54:24+00:00,"@rachaelvenables @LBC Good, lets hope he gets a long sentance and a big fine #InsulateBritain",1
2021-11-18 07:33:32+00:00,@GMB #InsulateBritain have a good cause but are protesting in the wrong way. We have the most corrupt and greedy govt ever.  Why are they not being targeted instead of people struggling to earn a living? #toriesonthetake #ToriesOnTheTake #ToryCorruption #TorySleaze,1
2021-11-15 21:54:59+00:00,"Whatever happens tomorrow I love these guys. Fearless, brave moral defenders of the earth. 💚 #ExtinctionRebellion #InsulateBritain https://t.co/JzYuJDXtxN",1
2021-11-11 14:42:15+00:00,"'It is likely to be just five to ten years before we crash through the 1.5°C guardrail, 2°C following only 10 to 20 years later. So much for the relevance of the distant net zero target of 2050.' #riseup #ActNow #InsulateBritain #extinctionrebellion https://t.co/qAzMGAp9SI",1
2021-11-18 07:28:11+00:00,@GMB Deeds not Words. #InsulateBritain If only you could find someone to argue apart from people who support the English Defence League... @DawnNeesom,1
2021-11-12 17:38:55+00:00,"@chriscartw83 There's nothing else left but to rebel against the people in power
Mass Civil disobedience and peaceful  but persistent disruption
Direct action
#InsulateBritain ✌️",1
2021-11-11 12:30:08+00:00,@matthewmaude @BorisJohnson @COP26 Why not just #InsulateBritain,1
2021-11-18 12:22:20+00:00,"#CorruptToriesOut #InsulateBritain Protestors being thrown in prison now, this is a Tin-Pot Dictator country.",1
2021-11-17 11:33:56+00:00,"https://t.co/xpncduCPKU🤣🤣🤣

Insulate Britain activists are all JAILED: Judge sends eight to prison for four months for breaking injunction... and a ninth gets SIX months after he said: 'Jail me or I'll block motorways AGAIN'

They won't be doing THAT again😂

#insulatebritain",1
2021-11-17 11:42:07+00:00,#DailyMirror -- Nine #InsulateBritain activists jailed for breaking court order to block M25 https://t.co/Aa1ocJotzr,0
2021-11-17 10:54:36+00:00,"Sentencing time for the #Fascist #InsulateBritainNine

#InsulateBritain 

#StAlbans https://t.co/vk1zGyvzHZ",1
2021-11-18 21:54:42+00:00,"@danwootton Please shut this screaming banshee up! 
#InsulateBritain",1
2021-11-16 15:40:27+00:00,Thank you @rachaelvenables for this converge of the the #InsulateBritain trial. https://t.co/2lv18z426z,0
2021-11-16 21:01:09+00:00,"I get #InsulateBritain. I've spent £37000 renovating a 120 year old house. Roof,windows,dpc,K Rend,LED lights,recycle,ect.. My thermostat is at 18.5 even in winter. I walk into town to buy local produce. I only use my car to get to work 28 miles there &amp; back. I'm trying hard tho'",1
2021-11-13 23:02:45+00:00,"Small point but sick of hearing the simplistic statements about heat pumps. Unless premises is fully insulated everywhere, crucially that includes the floor, they won’t work. We need more detail on how to achieve them, not generalisms. #COP26Glasgow #NetZero #InsulateBritain",1
2021-11-17 14:51:49+00:00,"Hands up if you didn’t repeatedly break the law and will enjoy a free Christmas 🙋🏻‍♂️ 

#InsulateBritain",1
2021-11-17 17:18:20+00:00,"@bearwitness2019 Has the powerful understood we are not going to allow their 'accidental' extinction any more?

Thank you so much for standing up for us all!

#InsulateBritain @ExtinctionR 
https://t.co/0kReo8hdOI",1
2021-11-17 13:23:57+00:00,People protested about lock downs  - Nine  #InsulateBritain protesters are in lock down over #Christmas by choice lol love it !!,1
2021-11-19 09:58:32+00:00,Priti Patel and the rest of the politicians seem to think that they can arrest themselves out of a climate and ecological emergency. We continue to stand in solidarity with #InsulateBritain and all of the other movements on the right side of history doing the right thing. https://t.co/pEvZ3R4QEC,1
2021-11-16 21:31:42+00:00,"#InsulateBritain are currently being prosecuted for blocking the roads and restricting ambulance services.
But still councils sanction Low Traffic Neighbourhoods #LTNs to do exactly the same thing.
https://t.co/01iWK4DsKL",0
2021-11-17 16:22:35+00:00,#InsulateBritain: Nine activists jailed for breaching injunction https://t.co/mvdlsXY75s,0
2021-11-17 13:39:19+00:00,"@rachaelvenables Insert Brain have been very inactive over the last week. Perhaps they're rethinking their strategies. Or maybe they're going to subscribe to the concept of insanity - doing the same thing over and over again, expecting things to change.

#insulatebritain #prison #climatechange",1
2021-11-16 14:57:01+00:00,"@InsulateLove The government (actually the Court, but facts are not an #InsulateBritain strongpoint) would be doing the right thing by locking up your criminal members.

Nine ordinary, but arrogant and stupid, criminals from InsulateBritain face trial...",1
2021-11-10 19:06:42+00:00,"@climatemorgan On the #ClimateCrisis the talking... the tweeting... the debating... the arguing... are long over... NOW is the time for action and quickly.
Direct peaceful mass civil disobedience
We should all join #InsulateBritain until governments shift lever into climate emergency mode",1
2021-11-17 21:09:20+00:00,"#EarthThePowerOfThePlanet is must-see for all watching #COP26 &amp; thought 'positive progress was made' 

@ProfIainStewart showed what looks like an inevitable portend of our planet's future. Rate #Glaciers are melting in #Greenland &amp; #Alaska is terrifying

#InsulateBritain  #C4News https://t.co/Mn7CEjKyvO",1
2021-11-17 12:21:45+00:00,Lots of love and support for the people who have risked their freedom and safety to force this incompetent UK government to act appropriately on the climate crisis #InsulateBritain https://t.co/1umTr4HJeX,1
2021-11-17 11:20:14+00:00,"""This morning our #InsulateBritain supporters have been sentenced.
""We are being failed and betrayed by our government.""
The group added: ""The 9 chose not to standby and be complicit in genocide. We remain resolute and determined."" #climate #ClimateCrisis
https://t.co/jOALdaXG5j",0
2021-11-17 08:32:29+00:00,"Public opinion is vital but, after weeks of anger against #InsulateBritain, are climate activists going about it the best way?

This is an important 🧵 worth reading: https://t.co/mbG2Z97W4v",0
2021-11-18 12:01:41+00:00,"@mhh02 @msdcmarian @GMB @susannareid100 My house is fully insulated. I haven't flown for 20 years (30 long haul). I don't drive a diesel vehicle. And I'm saying we need to #InsulateBritain to cut emissions rapidly.

You can make crap up to deny what's happening. But it'll happen anyway!",1
2021-11-17 18:06:08+00:00,Since when has male rape been something to wish on another human being? Disgusting perverted creature! #malerape #InsulateBritain https://t.co/AKUpXqQztT,0
2021-11-17 16:35:48+00:00,"Has anyone noticed that now it’s turned cold, you don’t see #InsulateBritain glueing themselves to the m25 any more!",1
2021-11-18 22:07:47+00:00,"You were patient with your guest from #InsulateBritain @danwootton 

She mentioned the Marshall Islands in her rant and this is not surprising as the Maldives and Tuvalu have been uncooperative in their demise.

Wikipedia claims sea level rise is 7mm a year but the tide gauge…. https://t.co/YeNUpeTm5a",1
2021-11-17 08:09:11+00:00,"@BorisJohnson PM, #FossilFuel prices pushing up inflation? Increase energy efficiency #InsulateBritain reduce #FossilFuels demand there are solutions available implement them #ClimateCrisis #ClimateEmergency #1o5C",1
2021-11-14 05:51:50+00:00,"@KingsLynnPolice I bet he don't have lofty goals anymore , he should join #insulatebritain 😁",0
2021-11-17 10:55:01+00:00,"This morning our #InsulateBritain supporters have been sentenced. 

We are being failed and betrayed by our government. 

Our 9 chose not to standby and be complicit in genocide. https://t.co/VkPksPmKQX",1
2021-11-17 11:29:59+00:00,Happy Xmas to the #insulatebritain clowns. At least you’ll save on presents. 😂😂😂,1
2021-11-17 18:47:49+00:00,"Hang on,  just hang on !  ONLY 9 OF THE #InsulateBritain #ClimateCrisis #Terrorists  locked up?  What about this lot, are they going to be let off
@pritipatel? https://t.co/lobBRH15u4",1
2021-11-15 13:34:01+00:00,"U.K. has some of the oldest, leakiest homes in WesternEurope. We need help to insulate them + save energy. #InsulateBritain @InsulateLove #DirectAction #WeWantToLive #COP26failure #FaceTheClimateEmergency #ActNow #WeHaveRunOutOfTime WiveyXR in Taunton town centre...... https://t.co/BfJEg1wZXw",1
2021-11-17 11:33:12+00:00,"The @InsulateLove protest was stupid, and poorly targeted.

Their jail sentences are shameful and wrong.

Both these things are true. 

Sorry if either truth offends you.

#InsulateBritain",1
2021-11-17 19:17:12+00:00,"Utterly shameful that people are now in jail for protesting, the UK can no longer claim to be either a free country or a democracy.

Nine #InsulateBritain activists jailed.

#ClimateCatastrophe 
#ToryCoruption
 https://t.co/HcBcRSZWh4",1
2021-11-17 20:18:01+00:00,#InsulateBritain folk will happy do jail time for what they believe in. Fair play to them.,1
2021-11-16 12:45:18+00:00,"Goody-Gum-Drops!!!! 

#InsulateBritain might be sentenced today 😀😀😀👍👍👍😀😀😀

https://t.co/Jacp87aFbD",1
2021-11-17 23:33:36+00:00,"No, no, no. #InsulateBritain are entitled lunatic twats who have caused a father to miss a job interview after being unemployed for a year, parents not being able to get their kids to school, and BLOCKING AMBULANCES.

THAT is an assault on civil liberties.

Sit down. https://t.co/82dJ77cNDw",1
2021-11-17 12:14:50+00:00,"The people who wore a #poppy last week and wrote ""we will remember them"" are the same people today cheering the jail of #InsulateBritain protestors. If you do not understand how these things are related, you will never get it.",1
2021-11-16 11:40:25+00:00,"@CharlieJGardner #Insulation is such low hanging fruit, as is wfh, charging aviation fuel tax &amp; limiting air miles and stopping HS2. Government could make a list of climate fighting measures that could be implemented almost overnight... but they  rather lock people up. 
#InsulateBritain https://t.co/KF8TfGuWJV",1
2021-11-17 18:25:13+00:00,"If you've been affected by the jailing of the #InsulateBritain 9 today, join me at 8pm on Facebook Live for a guided meditation class that will hopefully bring you some restful sleep tonight.",0
2021-11-17 19:49:48+00:00,Live pictures from the #InsulateBritain webcam. 😂 https://t.co/PN51DFAdo1,0
2021-11-18 07:38:24+00:00,@GMB Is it insensitive to point out that @GeorgeMonbiot on @GMB is reminscent of @MattHancock on same TV show ? 🤔 #InsulateBritain #COP26 #MassExtinction,0
2021-11-17 21:39:56+00:00,"Whilst I can appreciate the aims of #InsulateBritain, I will never support an organisation that results to such tactics. https://t.co/pRN6JxBUH4",1
2021-11-17 10:58:48+00:00,"They’ll be helping big Frank keep warm tonight.
#insulatebritain",1
2021-11-18 12:03:02+00:00,#InsulateBritain need to get out there with their glue https://t.co/D6z8sdyGTa,1
2021-11-17 12:14:16+00:00,the #data is clear that less people die from #weather events than in the past. #ClimateChange #InsulateBritain,1
2021-11-17 12:23:59+00:00,"All this after governments of the global north have failed to step up and act on the climate crisis, causing even more “significant harm” to millions around the world.
#InsulateBritain #Climate #COP26 https://t.co/UOjQrc8DWx",1
2021-11-16 13:01:22+00:00,"Ben Taylor, 27, tells the Judge” If you do not put me in prison I will go out to block the motorway at the earliest opportunity.” 

“I do not regret my actions, they were proportional and entirely necessary.” #InsulateBritain",1
2021-11-18 17:50:18+00:00,"@DawnNeesom I've only just watched 2 of the interviews u did 4 #GMB with that mad #InsulateBritain duo, Liam &amp; Tracy. Can't believe the grandiosity &amp; hypocrisy of both. Liam's homes are'nt insulated &amp; Tracy objected 2 being called ""darling"" by Richard, but called u ""sweetheart""😠",1
2021-11-17 13:36:46+00:00,Solidarity with those jailed after the #insulatebritain protests. A jail sentence is completely wrong and authoritarian. They are now political prisoners. @BorisJohnson should be ashamed of his government. #InsulateBritain,1
2021-11-17 14:05:43+00:00,"@campbellclaret Taking to the streets doesn't work... unless it involves sitting on a motorway or otherwise stopping the wheels of business, destruction and ecocide.
#InsulateBritain @InsulateLove #ExtinctionRebellion",1
2021-11-18 09:59:23+00:00,"Nine #InsulateBritain protesters have been jailed for breaching an injunction designed to prevent road blockades.
 
Nicky Campbell asks:

🌎Should we be jailing climate activists❓

🎧Listen to the @NickyAACampbell phone-in on the @BBCSounds app📲",0
2021-11-17 15:35:11+00:00,"@pritipatel Yeah, great, because this isn't disruptive at all😡 #ClimateEmergency #InsulateBritain https://t.co/S8eQvtNJpT",1
2021-11-17 21:43:31+00:00,Best idea iv heard all week 🤣 #InsulateBritain https://t.co/s7Sclp4WHu,0
2021-11-17 15:14:59+00:00,"Ive sent a message to the prisoners saying that each of them has a baggy of weed up their bum,who ever finds it gets to keep it.

#InsulateBritain  #TightCheeks #NotaOneWayStreet",1
