created_at,tweet_text
2021-11-18 23:22:16+00:00,@GeorgeMonbiot Weeps During Heated #InsulateBritain debate these are the emotions we all need to allow if we  #TellTheTruth https://t.co/hNHnUZlYw4 via @YouTube @InsulateLove @DawnNeesom @susannareid100 yes u c the gulf: how most people &amp; media discuss it vs the terrible truth!
2021-11-16 14:02:38+00:00,"Don’t do this, or you might go to jail.  https://t.co/O5GDVx0jNC

‘Did you do it?’
‘Yes, but I don’t want to go to jail.’ 
🤦🏻‍♂️ #InsulateBritain 

‘Hey Siri; show me an example of idiocy’… 

Win hearts and minds. Don’t glue yourselves to roads and mess up people’s lives 🙄"
2021-11-17 10:50:45+00:00,"Harsh 

Unnecessary 

#InsulateBritain https://t.co/yNYvZ58ZTT"
2021-11-16 19:43:08+00:00,"@LincsRebellion @XRebellionUK @BorisJohnson @XRMidlands The tories have been wilfully blocking attempts to force house builders to build houses fit for purpose for years &amp; as long as house builders continue to bankroll the #ToryHypocrisy party it will continue.
#InsulateBritain are good people with our interests at heart unlike some.."
2021-11-18 08:45:22+00:00,#GMB Nigel get your kid to beat those #InsulateBritain wankers up in prison
2021-11-17 00:30:09+00:00,"However, Washington is also seeing highway closures due to the inclement weather and residents would need a COVID-19 test to re-enter Canada.

https://t.co/oquYeSWrIn
#InsulateBritain #ClimateAction #climate #climatechange #DriveBC #Canada # #Hwy #Lillooet #Mudslides"
2021-11-18 07:31:31+00:00,#GMB they're not martyrs they're anarchists #InsulateBritain as Dawn says there's so much more at their disposal than the people they've ridiculously compared themselves too.
2021-11-16 12:30:16+00:00,"@ccatherinemaire They are far from brave (one of them is crying in ""bravery"" because he thought he was above the law).

The only way that the response to them has been unjust has been by being too lenient to #InsulateBritain criminals."
2021-11-17 13:32:07+00:00,"You have to respect #InsulateBritain’s Ana Heyatawin, Louis McKechnie, Dr Ben Buse, Roman Paluch-Machnik, Oliver Rock, Emma Smart, Tim Speers, James Thomas and Ben Taylor. Must be such a hard day for their families."
2021-11-17 22:33:27+00:00,"@KeysGeoff @Jontafkasi @KateM45 Ridiculous comment. The original point is about a government that cares little or nothing about the poor, the sick, and all those whose futures are threatened by the climate emergency. Politicians who are guilty as hell but won't be put in jail. #InsulateBritain"
2021-11-16 14:04:48+00:00,#InsulateBritain in court today. With a bit of luck they’ll get the maximums 2yr prison term and get to play Mummies &amp; Daddies with their cell mates. Good riddance. @LBC #LBC
2021-11-14 15:55:06+00:00,"@WistfulCass @extinctsymbol @XRebellionUK @InsulateLove We certainly do need to keep pushing our governments to do more for climate change.
Supporting the thugs from #ExtinctionRebellion &amp; #InsulateBritain is certainly not the solution, hijacking the environment to force on people their failed ideologies."
2021-11-17 15:56:01+00:00,will #InsulateBritain protest about insulating there cells now there homes away from home #InsulateBritainLoonies @Iromg @DawnNeesom https://t.co/CsS0PmKQJw
2021-11-16 09:11:32+00:00,"Break the law,reap the rewards,simple as that,don’t block roads then you don’t go to jail #InsulateBritain https://t.co/SEFPNLn6cH"
2021-11-17 13:38:40+00:00,Why no report on the #insulatebritain  shower getting jailed? We’re all in need of good news sometimes…joking aside this is v strange..what is the agenda here.. #bbcnews
2021-11-17 17:11:17+00:00,Nine #InsulateBritain activists jailed for breach of road blockades injunction. https://t.co/KrJu0laTOP
2021-11-18 07:49:51+00:00,Cant believe I've just seen @susannareid100 on @GMB condoning and supporting a car driver breaking the law against an #InsulateBritain protester outrageous. And why are you talking to @DawnNeesom our complicit media are as much to blame as the government
2021-11-17 12:11:22+00:00,"@Barristerblog Emma is a principled, intelligent and knowledgeable person who really is a Climate hero. I salute her stance #ExtinctionRebellion #InsulateBritain"
2021-11-16 17:28:20+00:00,"@SatyaRobyn @InsulateLove @XRebellionUK Prisons are filled with people who have friend willing to claim they are ""lovely"".
The goons from #InsulateBritain deserve to join them in prison.
#ClimateCrisis"
2021-11-16 18:33:26+00:00,"@LelJoyce You are merely speaking the truth about such privileged thugs. But your frankness about them is certainly welcome and much needed.
#justsaying #insulatebritain"
2021-11-15 10:50:30+00:00,Sherrilyn Speid will be on the wrong side of history and she won't be able to erase her social footprint. Seems now to be about making money from the climate crisis... even if she gave it to charity #InsulateBritain do make an important point even if you disagree with their means
2021-11-17 14:19:38+00:00,Quite astounded by the high number of whoops of joy and support for the decision to bang up the 9 #InsulateBritain peeps. And onwards we slide down the slippery slope #DeathOfDemocracy #RightToProtest #CreepingAuthoritarianism
2021-11-18 09:14:02+00:00,@GMB @DawnNeesom We should be saying THANK YOU to all involved in #InsulateBritain Not attacking them
2021-11-13 12:43:15+00:00,"@nftbadger you will buy $CVR , an  #insurance token of @CoverCompared .

@CoverCompared  provides you with a wide range of insurances for your assets.

so even if you're scammed,
you're covered!

#DeFi #InsulateBritain"
2021-11-12 12:23:00+00:00,"'Range Rover Mum' launches merch range inspired by #InsulateBritain road-blockers clash

https://t.co/sV9j5adzzX https://t.co/ELSExk0EAH"
2021-11-18 07:25:45+00:00,#InsulateBritain I hear are now know as #inCell8britain 😂 https://t.co/v4lKNAGzdg
2021-11-18 09:39:26+00:00,"#InsulateBritain One of these nutters is going on Hunger strike as the ""Anti Food"" group are blocking the entrance to the cell ""..Nice one"
2021-11-17 18:20:24+00:00,"@ScientistRebel1 My respect and honour to the 9 Climate Rebel prisoners of the UK Gov. Sentenced by the GB UK Royal court of justice on behalf of their industrie clients #betrayedbyourgovernment
#InsulateBritain #Justice #cop26"
2021-11-17 12:50:34+00:00,Glue them to the prison walls! #InsulateBritain
2021-11-18 10:37:35+00:00,"Our gov. knows we're in a climate crisis. They've been told what the future looks like if we don't act. And yet, they would rather emprison protesters than take action to protect us. 

They are deliberately killing us.

Solidarity with #InsulateBritain 's prisoners of conscience"
2021-11-18 22:03:12+00:00,@Palmaprincess @danwootton @danwootton was very tolerant. I lost count how many times MotorMouth Tracy Mallaghan #InsulateBritain called him ' A frightened little boy' &amp; 'A Drama Queen'. She's quite mad!!
2021-11-17 12:47:05+00:00,"We stand with those simply wanted to keep us warm and #InsulateBritain ..

@InsulateLove ... #Respect x https://t.co/brCVPGREWd"
2021-11-16 10:35:51+00:00,"@bearwitness2019 Best of luck to all involved!

We should not be prosecuting good people at the bottom for taking action. 

We should be prosecuting bad people at the top for their inaction.

#InsulateBritain #ActNow #COP26Glasgow #Cop26"
2021-11-17 16:34:12+00:00,Be imagine breach of high court injunction and jailed for 4 months that jokes !!! #InsulateBritain so they jailed more than years for waste people time money economy transport miss flight etc
2021-11-17 11:00:11+00:00,"9 #Insulatebritain JAILED immediately, ranging from 2mths - 9mths!!🤬🤬🤬🤬"
2021-11-18 14:12:32+00:00,"🌍💚💙🌎💚💙🌏⚖️⏰🚩
Thank you @GeorgeMonbiot #InsulateBritain 👏👏👏 
@GMB #EndFossilFinanceChaos #EndFossilFuels 1.5Cmax #uninhabitable @CarbonBrief #PollutionAndPolitics #floods #wildfires #hurricanes #famine #CropFailures #SDGs @Oxfam @LossandDamage #PolluterPays #ExxonKnew🛢️ https://t.co/GPj3xdMSXv"
2021-11-18 11:05:35+00:00,"Sam Smithson a.k.a. ‘Swan’ Co-founder of @Hs2Rebellion and @XRebellionUK activist intimately shares her grief about #InsulateBritain 9 going to prison. 
@swan89426150 
@InsulateLove 
#StopHS2 
#ExtinctionRebellion https://t.co/gn0yhgH0cv"
2021-11-15 10:07:33+00:00,"@GreenRupertRead Then it looks like it’s us?

#InsulateBritain #Nov20th #CivilResistance"
2021-11-17 15:05:20+00:00,"'These are your cell mates Tarquin. Funnily enough if you hadn't glued your face to the road and stopped all that traffic they'd have got away with the armed blagging!'
#InsulateBritain https://t.co/cCVFjwhC6d"
2021-11-17 11:49:57+00:00,"As we express our GRATITUDE to Ana, Louis, Ben, Roman, Oliver, Emma, Tim, James &amp; Ben we must never forget that the HIGHEST APPRECIATION is not to utter words but to LIVE BY THEM

👏👏👏👏👏👏👏👏👏

@InsulateLove 
#InsulateBritain
#ClimateEmergency
https://t.co/gsHvT4MLBW"
2021-11-16 13:18:40+00:00,"@Eco_melon @ccatherinemaire Of course, you can consider #InsulateBritain heroes.
Sadly, some people consider the BNP heroes. Or their far-left counterparts like Momentum and the SWP.
But their selfish performances do no good for the rest of us or the environment.
I hope others learn from their awful example"
2021-11-17 13:49:35+00:00,Guy Venables on #InsulateBritain #GlobalWarming - political cartoon gallery in London https://t.co/dePcTdnXF6 https://t.co/l8erZO9r1z
2021-11-19 09:45:06+00:00,"Here is proud Oliver with his artwork and environmental message of a more sustainable source for electricity, working in unison with nature to provide for us whilst protecting our planet. 
@Tunnelsofhope #CleanerEnergyFuture #ClimateAction #InsulateBritain 

What do you think? https://t.co/9YlYelIu40"
2021-11-17 15:00:59+00:00,"“We have to move quickly. What we do in the next three to four years, I believe, will determine the future of humanity” Sir David King

We will not stand by while these reckless, selfish, politicians disrupt the freedoms and livelihoods of hard working people.

#insulatebritain https://t.co/Qwz2ICE5ue"
2021-11-17 11:45:12+00:00,#InsulateBritain comparing themselves to Martin Luther King and the suffragettes? she must be off her tits surely #embarrassing 🤪 https://t.co/MaEZZUuRHI
2021-11-16 13:18:43+00:00,"You remember Cameron - he’s the guy who showed up the idiocy of #ConcreteMike in THAT interview, launching a thousand #concrete memes…

With the #Highway9 in the High Court today, he writes for @openDemocracy on why it’s time you joined #InsulateBritain 

https://t.co/yvFDkTCn7b"
2021-11-17 12:28:43+00:00,"@robertpossnett1 @Barristerblog Practically every criminal has some accomplice willing to lie and say good things about them.
This tweet shows that Emma is no different from other reckless and selfish thugs.
#InsulateBritain #ExtinctionRebellion"
2021-11-17 19:31:29+00:00,"#insulatebritain  were not jailed for  blocking the M25 per se but for breaching the injunction. I think.

Mind you they do sound bonkers.

#c4news"
2021-11-17 14:06:14+00:00,"How are people happy that #InsulateBritain protesters are jailed for ""breaking rules"" for a good cause.

And yet they also support this rule breaking, babbling baboon of a Prime Minister?

#PMQS #YouAintNoLeaderBruv https://t.co/M6Um2spC7X"
2021-11-18 12:13:51+00:00,"(1/2) The only people #InsulateBritain are upsetting are the ones majorly contributing 2 the #environmental crisis they're fighting against - DRIVERS!
YES there may be a better way to make their point. But then theres also a better way to make peace than murdering people in wars."
2021-11-18 08:02:26+00:00,"This is the fellow who helps organise #StAlbans Sutainability Festival (when he is not advocating the stopping of emergency ambulances)

The #Fascist #InsulateBritain are a disgrace https://t.co/ioSbdwaDn6"
2021-11-17 18:54:55+00:00,"#insulateBritain wanted lagging for all, now for up to six months they have their own (personal) lags.

#jailed @GBNEWS"
2021-11-18 14:12:55+00:00,"All the really good people who give a shit are in jail?! #Assange, #CraigMurray, and now the #InsulateBritain 9. Makes you think does it not? 
https://t.co/gnBrdRPH1A"
